name,link,date,tags,author
Окупанти при штурмі Авдіївки все частіше залучають бронегрупи — Тарнавський,https://hromadske.ua/posts/okupanti-pri-shturmi-avdiyivki-vse-chastishe-zaluchayut-bronegrupi-tarnavskij,2024-02-11 17:57:40+02:00,"['Авдіївка', 'Донецька область', 'російсько-українська війна', 'Таврія']",Вікторія Коломієць
"росія залучила до війни проти України 15 тисяч непальців. Повернулися не всі, є багато травмованих — CNN",https://hromadske.ua/posts/rosiya-zaluchila-do-vijni-proti-ukrayini-15-tisyach-nepalciv-povernulisya-ne-vsi-ye-bagato-travmovanih-cnn,2024-02-11 17:20:19+02:00,"['Непал', 'найманці', 'російсько-українська війна']",Вікторія Коломієць
СБУ прийшла з обшуками до Києво-Печерської лаври,https://hromadske.ua/posts/sbu-prijshla-z-obshukami-do-kiyevo-pecherskoyi-lavri,2024-02-09 10:46:45+02:00,"['СБУ', 'обшуки', 'Києво-Печерська лавра', 'обшуки СБУ']",Маркіян Климковецький
путін дав 2-годинне інтерв'ю Такеру Карлсону. Журналіст ледь міг вставити слово,https://hromadske.ua/posts/putin-dav-2-godinne-intervyu-takeru-karlsonu-os-sho-mozhna-vidiliti-z-pomizh-propagandi,2024-02-09 10:27:19+02:00,"['пропаганда', 'володимир путін', 'російська пропаганда', ""інтерв'ю""]",Маркіян Климковецький
росія втратила ще одну РСЗВ та понад 900 солдатів за добу — Генштаб ЗСУ,https://hromadske.ua/posts/rosiya-vtratila-she-odnu-rszv-ta-ponad-900-soldativ-za-dobu-genshtab-zsu,2024-02-09 09:41:46+02:00,"['російсько-українська війна', 'втрати', 'Генштаб ЗСУ']",Маркіян Климковецький
У Краснодарському краї горів нафтопереробний завод. ЗМІ пишуть про атаку дронів,https://hromadske.ua/posts/u-krasnodarskomu-krayi-goriv-naftopererobnij-zavod-zmi-pishut-pro-ataku-droniv,2024-02-09 09:08:09+02:00,"['краснодарський край', 'безпілотники', 'росія', 'НПЗ', 'нафтопереробний завод']",Маркіян Климковецький
Уночі над Україною збили 10 з 16 «шахедів»,https://hromadske.ua/posts/unochi-nad-ukrayinoyu-zbili-10-z-16-shahediv,2024-02-09 08:45:08+02:00,"['дрони', 'безпілотники', 'російсько-українська війна', 'Shahed']",Маркіян Климковецький
Українські ракетники вдарили по логістичному хабу росіян — Генштаб ЗСУ,https://hromadske.ua/posts/ukrayinski-raketniki-vdarili-po-logistichnomu-habu-rosiyan-genshtab-zsu,2024-02-09 08:23:29+02:00,"['російсько-українська війна', 'Генштаб ЗСУ']",Маркіян Климковецький
США ввели санкції щодо торгівлі російськими алмазами,https://hromadske.ua/posts/ssha-vvela-sankciyi-shodo-torgivli-rosijskimi-almazami,2024-02-09 02:12:32+02:00,"['США', 'санкції проти росії', 'алмази', 'санкції США', 'російсько-українська війна']",Роман Мельник
"У Києві вулицю Булгакова перейменували на честь Кікабідзе, а бібліотеку Блока назвали іменем Юри",https://hromadske.ua/posts/u-kiyevi-vulicyu-bulgakova-perejmenuvali-na-kikabidze-a-biblioteku-bloka-nazvali-na-chest-yuri,2024-02-09 01:57:55+02:00,"['декомунізація', 'столиця', 'деколонізація', 'перейменування']",Ярослав Герасименко
П’ятеро американських морпіхів загинули в аварії гелікоптера,https://hromadske.ua/posts/pyatero-amerikanskih-morpihiv-zaginuli-v-avariyi-gelikoptera,2024-02-09 01:20:17+02:00,"['США', 'авіакатастрофа', 'вертольоти', 'вертоліт']",Роман Мельник
З ким Україна зіграє в Лізі націй: жереб визначив суперників,https://hromadske.ua/posts/z-kim-ukrayina-zigraye-u-lizi-nacij-zhereb-viznachiv-supernikiv,2024-02-09 01:14:22+02:00,"['футбол', 'УЄФА', 'збірна України', 'Ліга націй', 'збірна україни з футболу']",Ярослав Герасименко
Сирський замість Залужного та повернення полонених: головні новини за 8 лютого,https://hromadske.ua/posts/sirskij-zamist-zaluzhnogo-ta-povernennya-polonenih-golovni-novini-za-8-lyutogo,2024-02-09 00:47:18+02:00,"['російсько-українська війна', 'головне за день']",Ярослав Герасименко
Білий дім: Заміна головнокомандувача ЗСУ не свідчить про нестабільність ситуації в Україні,https://hromadske.ua/posts/bilij-dim-zamina-golovnokomanduvacha-zsu-ne-svidchit-pro-nestabilnist-situaciyi-v-ukrayini,2024-02-09 00:29:17+02:00,"['Білий дім', 'Володимир Зеленський', 'ЗСУ', 'Валерій Залужний', 'російсько-українська війна', 'Олександр Сирський', 'Джон Кірбі']",Роман Мельник
Європарламент позбавив недоторканності ексвіцепрезидентку у справі про шахрайство ,https://hromadske.ua/posts/yevroparlament-pozbaviv-nedotorkannosti-eksviceprezidentku-u-spravi-pro-shahrajstvo,2024-02-06 23:27:37+02:00,"['ЄС', 'Європарламент', 'шахрайство']",Анетт Абрамова
"Безугла заявила, що її виключили з партії «Слуга Народу»",https://hromadske.ua/posts/bezugla-zayavila-sho-yiyi-viklyuchili-z-partiyi-sluga-narodu,2024-02-06 22:48:06+02:00,"['«Слуга Народу»', ""мар'яна безугла""]",Ярослав Герасименко
У Кенії лідера секти звинувачують у вбивстві 191 дитини — DW,https://hromadske.ua/posts/u-keniyi-lidera-sekti-zvinuvachuyut-u-vbivstvi-191-ditini-dw,2024-02-06 22:32:19+02:00,"['Африка', 'Кенія', 'релігійна секта']",Роман Мельник
В Україні працюють мобільні групи для допомоги ветеранам. Яку підтримку вони надають?,https://hromadske.ua/posts/v-ukrayini-pracyuyut-mobilni-grupi-dlya-dopomogi-veteranam-yaku-pidtrimku-voni-nadayut,2024-02-06 22:26:41+02:00,"['ветерани', 'Мінреінтеграції', 'російсько-українська війна']",Ярослав Герасименко
Співачка Klavdia Petrivna отримала музичну премію. Хто вийшов за нагородою?,https://hromadske.ua/posts/spivachka-klavdia-petrivna-vidvidala-muzichnu-premiyu-teper-vidomo-kim-same-ye-vikonavicya,2024-02-06 22:14:55+02:00,"['музика', 'українська музика', 'співачка', 'музична премія']",Анетт Абрамова
Сервіс Bluesky від творця оригінального Twitter став доступним для всіх. Соцмережа кидає виклик платформі Х Ілона Маска,https://hromadske.ua/posts/servis-bluesky-vid-tvorcya-originalnogo-twitter-stav-dostupnim-dlya-vsih-socmerezha-kidaye-viklik-platformi-h-ilona-maska,2024-02-06 21:54:05+02:00,"['Twitter', 'соцмережі']",Роман Мельник
На узбережжі Литви знайшли російський гідролокатор. Його використовують для збору розвідданих,https://hromadske.ua/posts/na-uzberezhzhi-litvi-znajshli-rosijskij-gidrolokator-jogo-vikoristovuyut-dlya-zboru-rozviddanih,2024-02-06 21:19:05+02:00,"['Литва', 'росія', 'Балтійське море']",Ярослав Герасименко
Шевченківська премія-2024 визначила переможців,https://hromadske.ua/posts/shevchenkivska-premiya-2024-viznachila-peremozhciv,2024-02-06 21:01:34+02:00,['Шевченківська премія'],Денис Булавін
росіяни обстріляли село на Харківщині: поранено літню жінку,https://hromadske.ua/posts/rosiyani-obstrilyali-selo-na-harkivshini-poraneno-litnyu-zhinku,2024-02-06 20:58:26+02:00,"['Харківська область', 'російсько-українська війна', ""Куп'янськ"", 'Харківщина']",Роман Мельник
Китай через шкідливі програми шпигував за Міністерством оборони Нідерландів — розвідка,https://hromadske.ua/posts/kitaj-cherez-shkidlivi-programi-shpiguvav-za-ministerstvom-oboroni-niderlandiv-rozvidka,2024-02-06 20:36:23+02:00,"['Китай', 'хакери', 'Нідерланди', 'розвідка', 'віруси']",Ярослав Герасименко
Омбудсмен: Законопроєкт про мобілізацію має низку суперечливих норм (ДОПОВНЕНО),https://hromadske.ua/posts/ombudsmen-zakonoproyekt-pro-mobilizaciyu-maye-nizku-superechlivih-norm,2024-02-06 20:26:00+02:00,"['законопроєкт', 'омбудсмен', 'мобілізація', 'Дмитро Лубінець']",Анетт Абрамова
У застосунок «Повітряна тривога» додали сповіщення про різні види загроз ,https://hromadske.ua/posts/u-zastosunok-povitryana-trivoga-dodali-spovishennya-pro-rizni-vidi-zagroz,2024-02-06 20:12:03+02:00,"['додаток', 'повітряна тривога', 'загроза']",Анетт Абрамова
На війні загинув чемпіон світу і Європи з паверліфтингу Олександр Білоконь,https://hromadske.ua/posts/na-vijni-zaginuv-chempion-svitu-i-yevropi-z-pauerliftingu-oleksandr-bilokon,2024-02-04 19:11:04+02:00,"['військовослужбовці', 'загибель', 'російсько-українська війна', 'чемпіон']",Денис Булавін
Польський міністр заявив про надмірний імпорт агропродукції з України після перевірки на кордоні,https://hromadske.ua/posts/polskij-ministr-zayaviv-pro-nadmirnij-import-agroprodukciyi-z-ukrayini-pislya-perevirki-na-kordoni,2024-02-04 18:56:58+02:00,"['Польща', 'кордон', 'зерно', 'Зерно з України', 'агропродукція']",Ярослав Герасименко
Вже понад мільйон українців проголосували за кандидатів нацвідбору на «Євробачення»,https://hromadske.ua/posts/vzhe-ponad-miljon-ukrayinciv-progolosuvali-za-kandidativ-nacvidboru-na-yevrobachennya,2024-02-04 17:52:42+02:00,"['Євробачення', 'Дія']",Денис Булавін
"У Гонконгу шахраї видурили у чоловіка $25,6 млн, використавши діпфейк його фінансового директора",https://hromadske.ua/posts/u-gonkongu-shahrayi-vidurili-u-cholovika-dollar256-mln-vikoristavshi-dipfejk-jogo-finansovogo-direktora,2024-02-04 17:33:16+02:00,"['Гонконг', 'шахрайство']",Денис Булавін
«Ця мрія здавалась майже нездійсненною». Перекладачка жестовою мовою поділилась емоціями після нацвідбору,https://hromadske.ua/posts/cya-mriya-zdavalas-majzhe-nezdijsnennoyu-surdoperekladachka-nacvidboru-podililas-emociyami,2024-02-04 16:48:56+02:00,"['Євробачення', 'переклад', 'люди з порушеннями слуху']",Денис Булавін
Зеленський призначив очільника Мелітополя Федорова на посаду голови Запорізької ОВА,https://hromadske.ua/posts/zelenskij-priznachiv-ochilnika-melitopolya-fedorova-na-posadu-golovi-zaporizkoyi-ova,2024-02-04 16:10:39+02:00,"['Запорізька область', 'Володимир Зеленський', 'Мелітополь', 'іван федоров']",Денис Булавін
"В Уельсі жінка ледь не впала з гори, коли розвіювала прах батька. Рятували її гелікоптером",https://hromadske.ua/posts/v-uelsi-zhinka-led-ne-vpala-z-gori-koli-rozviyuvala-prah-batka-ryatuvali-yiyi-gelikopterom,2024-02-04 16:05:43+02:00,"['Велика Британія', 'Уельс', 'гора', 'гелікоптер', 'порятунок']",Маркіян Климковецький
росіяни обстріляли житлову забудову в Торецьку: загинула людина,https://hromadske.ua/posts/rosiyani-obstrilyali-zhitlovu-zabudovu-v-torecku-zaginula-lyudina,2024-02-04 15:32:00+02:00,"['Донецька область', 'обстріли', 'Торецьк', 'російсько-українська війна', 'Донеччина']",Маркіян Климковецький
Зеленський відвідав Роботине на Запоріжжі й вручив нагороди захисникам ,https://hromadske.ua/posts/zelenskij-vidvidav-robotine-na-zaporizhzhi-j-vruchiv-nagorodi-zahisnikam,2024-02-04 15:19:47+02:00,"['Запорізька область', 'Володимир Зеленський', 'російсько-українська війна']",Денис Булавін
"У Києві в метро військовому стало погано, а медики нібито боялися до нього підходити. Що відомо?",https://hromadske.ua/posts/u-kiyevi-v-metro-vijskovomu-stalo-pogano-a-mediki-nibito-boyalisya-do-nogo-pidhoditi-sho-vidomo,2024-02-04 14:51:53+02:00,"['метро', 'військовослужбовці', 'столиця', 'метрополітен', 'Київський метрополітен', 'київське метро']",Денис Булавін
Знищення російського ракетного катера та погодження пакета допомоги на €50 млрд: головне за 1 лютого,https://hromadske.ua/posts/znishennya-rosijskogo-raketnogo-katera-ta-pogodzhennya-paketa-dopomogi-na-euro50-mlrd-golovne-za-1-lyutogo,2024-02-01 23:02:31+02:00,['головне за день'],Денис Булавін
"Падіння Іл-76: Україна зверталась до росії щодо передачі тіл тих, кого оголосили загиблими",https://hromadske.ua/posts/padinnya-il-76-ukrayina-zvertalas-do-rosiyi-shodo-peredachi-til-tih-kogo-ogolosili-zagiblimi,2024-02-01 22:43:39+02:00,"['військовополонені', 'російсько-українська війна', 'загиблі військові', 'падіння літака']",Юстина Лісова
Торік українці оплатили картками майже 3 млрд покупок лише через термінали «ПриватБанку» ,https://hromadske.ua/posts/torik-ukrayinci-oplatili-kartkami-majzhe-3-mlrd-pokupok-lishe-cherez-terminali-privatbanku,2024-02-01 22:40:56+02:00,"['Приватбанк', 'покупки', 'термінали', 'безготівкові розрахунки']",Денис Булавін
"Мінцифри оновило назви IT-професій, щоб позбутися радянських найменувань",https://hromadske.ua/posts/mincifri-onovilo-nazvi-it-profesij-shob-pozbutisya-radyanskih-najmenuvan,2024-02-01 22:07:59+02:00,"['IT-сфера', 'Мінцифри', 'професії', 'IT']",Юстина Лісова
Проблеми з мобілізацією та зосередження на технологіях. Головне з нової статті Залужного,https://hromadske.ua/posts/problemi-z-mobilizaciyeyu-ta-zoseredzhennya-na-tehnologiyah-golovne-z-novoyi-statti-zaluzhnogo,2024-02-01 21:03:49+02:00,"['Валерій Залужний', 'російсько-українська війна']",Денис Булавін
"Лубінець: Червоний Хрест так і не відповів на запит щодо падіння Іл-76, де начебто були українські полонені",https://hromadske.ua/posts/lubinec-chervonij-hrest-tak-i-ne-vidpoviv-na-zapit-shodo-padinnya-il-76-de-nachebto-buli-ukrayinski-poloneni,2024-02-01 21:03:15+02:00,"['військовополонені', 'червоний хрест', 'омбудсмен', 'російсько-українська війна', 'Міжнародний Комітет Червоного Хреста', 'падіння літака', 'Дмитро Лубінець']",Юстина Лісова
"Міністр оборони США попросив вибачення за те, що не розповів Байдену про свій діагноз",https://hromadske.ua/posts/ministr-oboroni-ssha-poprosiv-vibachennya-za-te-sho-ne-rozpoviv-bajdenu-pro-svij-diagnoz,2024-02-01 21:00:23+02:00,"['США', 'рак', 'Джо Байден', 'Ллойд Остін', 'міністр оборони США']",Маркіян Климковецький
Відтепер держава закуповуватиме зброю для армії через систему Prozorro. Що це змінить?,https://hromadske.ua/posts/vidteper-derzhava-zakupovuvatime-zbroyu-dlya-armiyi-cherez-sistemu-prozorro-sho-ce-zminit,2024-02-01 20:34:21+02:00,"['зброя', 'Prozorro', 'боєприпаси', 'закупівлі', 'ЗСУ']",Юстина Лісова
На Херсонщині через російську атаку загинули двоє волонтерів із Франції,https://hromadske.ua/posts/na-hersonshini-cherez-rosijsku-ataku-zaginuli-dvoye-volonteriv-z-franciyi,2024-02-01 20:28:09+02:00,"['волонтери', 'Франція', 'Херсонська область', 'Херсонщина', 'російсько-українська війна']",Денис Булавін
"У Китаї стратили пару, яка викинула двох малят із вікна багатоповерхівки",https://hromadske.ua/posts/u-kitayi-stratili-paru-yaka-vikinula-dvoh-nemovlyat-iz-vikna-bagatopoverhivki,2024-02-01 20:12:45+02:00,"['Китай', 'вбивство', 'вбивство дитини', 'страта']",Маркіян Климковецький
У війську почали видавати жіночу військову форму. Загалом збираються закупити 65 тисяч комплектів,https://hromadske.ua/posts/u-vijsku-pochali-vidavati-zhinochu-vijskovu-formu-zagalom-zbirayutsya-zakupiti-65-tisyach-komplektiv,2024-02-01 19:58:24+02:00,"['жінки', 'військовослужбовці', 'ЗСУ', 'Міноборони', 'жінки на війні']",Юстина Лісова
У Великій Британії постала перед судом Ґрета Тунберґ. У чому її звинувачують? ,https://hromadske.ua/posts/u-velikij-britaniyi-postala-pered-sudom-greta-tunberg-u-chomu-yiyi-zvinuvachuyut,2024-02-01 19:46:36+02:00,"['суд', 'Велика Британія', 'Грета Тунберг']",Денис Булавін
Буданов: Наступ росіян вичерпається на початку весни ,https://hromadske.ua/posts/budanov-nastup-rosiyan-vicherpayetsya-na-pochatku-vesni,2024-01-30 20:13:36+02:00,"['російсько-українська війна', 'Кирило Буданов', 'ГУР МО', 'наступ']",Анетт Абрамова
У «Гвардії наступу» з’явилася нова бригада — «Помста». Її бійці пройшли найгарячіші напрямки фронту,https://hromadske.ua/posts/u-gvardiyi-nastupu-zyavilasya-nova-brigada-pomsta-yiyi-bijci-projshli-najgaryachishi-napryamki-frontu,2024-01-30 19:29:26+02:00,"['прикордонники', 'російсько-українська війна', '«Гвардія наступу»']",Ярослав Герасименко
Окупанти вбили жителя захоплених Олешок — прокуратура ,https://hromadske.ua/posts/okupanti-vbili-zhitelya-okupovanih-oleshok-prokuratura,2024-01-30 19:25:04+02:00,"['прокуратура', 'окуповані території', 'Херсонська область', 'російсько-українська війна']",Анетт Абрамова
Ведучі каналу «Ісландія» обговорили реперку alyona alyona та медійницю Аліну Доротюк. Обидві обурилися мізогінії,https://hromadske.ua/posts/veduchi-kanalu-islandiya-obgovorili-reperku-alyona-alyona-ta-medijnicyu-alinu-dorotyuk-obidvi-oburilisya-mizoginiyi,2024-01-30 19:07:01+02:00,"['журналісти', 'права людини', 'репер']",Анетт Абрамова
Мер Одеси Труханов позичив у матері $200 тисяч — декларація ,https://hromadske.ua/posts/mer-odesi-truhanov-pozichiv-u-materi-dollar200-tisyach-deklaraciya,2024-01-30 18:55:14+02:00,"['Геннадій Труханов', 'декларація']",Денис Булавін
Музиканти ще однієї країни вимагають дискваліфікації Ізраїлю на «Євробаченні» через «жорстоку війну в Газі»,https://hromadske.ua/posts/muzikanti-she-odniyeyi-krayini-vimagayut-diskvalifikaciyi-izrayilyu-na-yevrobachenni-cherez-zhorstoku-vijnu-v-gazi,2024-01-30 18:53:59+02:00,"['Швеція', 'Ізраїль', 'Євробачення', 'дискваліфікація', 'Сектор Газа']",Юстина Лісова
На деякі військові вакансії претендують до 80 кандидатів — рекрутери,https://hromadske.ua/posts/na-deyaki-vijskovi-vakansiyi-pretenduyut-do-80-kandidativ-rekruteri,2024-01-30 18:14:42+02:00,"['Міноборони', 'вакансії']",Ірина Сітнікова
Прокурори планують оскаржити рішення суду щодо обрання запобіжки експосадовцю Міноборони Лієву,https://hromadske.ua/posts/prokurori-planuyut-oskarzhiti-rishennya-sudu-shodo-obrannya-zapobizhki-eksposadovcyu-minoboroni-liyevu,2024-01-30 18:03:29+02:00,"['Офіс генпрокурора', 'ВАКС', 'Міноборони', 'розкрадання']",Денис Булавін
"«Укрзалізниці» відшкодували збитки під час закупівель газу. Гроші повернула компанія, причетна до оборудок ",https://hromadske.ua/posts/ukrzaliznici-vidshkoduvali-zbitki-pid-chas-zakupivel-gazu-groshi-povernula-kompaniya-prichetna-do-oborudok,2024-01-30 17:43:53+02:00,"['газ', 'збитки', 'закупівлі', 'укрзалізниця']",Юстина Лісова
"росЗМІ: росіяни впустили авіабомби над Бєлгородщиною. Британська розвідка припустила, чому це сталося",https://hromadske.ua/posts/roszmi-rosiyani-vpustili-aviabombi-nad-byelgorodshinoyu-britanska-rozvidka-pripustila-chomu-ce-stalosya,2024-01-30 17:31:25+02:00,"['росія', 'авіабомби', 'російсько-українська війна', 'Бєлгородська область']",Анетт Абрамова
Окупанти знову атакували Берислав із дрона — цього разу є загиблий,https://hromadske.ua/posts/okupanti-znovu-atakuvali-berislav-z-drona-cogo-razu-ye-zagiblij,2024-01-30 17:26:39+02:00,"['обстріли', 'Херсонська область']",Ірина Сітнікова
Нідерланди внесли €10 млн на розвиток IT-коаліції для допомоги Україні,https://hromadske.ua/posts/niderlandi-vnesli-euro10-mln-na-rozvitok-it-koaliciyi-dlya-dopomogi-ukrayini,2024-01-27 16:44:17+02:00,"['коаліція', 'фінансова допомога', 'Нідерланди', 'російсько-українська війна']",Юстина Лісова
"Між федеральною владою США і владою Техасу — конфлікт через колючий дріт на кордоні. Зібрали все, що наразі відомо",https://hromadske.ua/posts/mizh-federalnoyu-vladoyu-ssha-i-vladoyu-tehasu-konflikt-cherez-kolyuchij-drit-na-kordoni-zibrali-vse-sho-narazi-vidomo,2024-01-27 15:56:12+02:00,"['США', 'мігранти', 'Техас']",Юстина Лісова
"Суд повернув державі землі Хорошковського, який очолював СБУ в часи Януковича",https://hromadske.ua/posts/sud-povernuv-derzhavi-zemli-horoshkovskogo-yakij-ocholyuvav-sbu-v-chasi-yanukovicha,2024-01-27 15:50:56+02:00,"['вилучення', 'Валерій Хорошковський', 'повернення активів', 'привласнення землі', 'землі']",Маркіян Климковецький
У Чикаго невідомі відкрили вогонь по групі школярів. Двоє підлітків загинули,https://hromadske.ua/posts/u-chikago-nevidomi-vidkrili-vogon-po-grupi-shkolyariv-dvoye-pidlitkiv-zaginuli,2024-01-27 15:27:24+02:00,"['США', 'стрілянина', 'чикаго']",Маркіян Климковецький
Україна підтвердила початок переговорів із Польщею про експортні ліцензії. Це назвали «позитивним кроком»,https://hromadske.ua/posts/ukrayina-pidtverdila-pochatok-peregovoriv-z-polsheyu-pro-eksportni-licenziyi-ce-nazvali-pozitivnim-krokom,2024-01-27 15:01:28+02:00,"['Польща', 'переговори', 'ліцензії', 'експорт зерна']",Юстина Лісова
З Одеси організують трансфер до аеропорту в Молдові. Так хочуть зменшити навантаження на КПП,https://hromadske.ua/posts/z-odesi-organizuyut-trasnfer-do-aeroportu-v-moldovi-tak-hochut-zmenshiti-navantazhennya-na-kpp,2024-01-27 14:27:57+02:00,"['аеропорт', 'кордон', 'Молдова', 'Одеська область', 'Одеса']",Юстина Лісова
росія скинула з безпілотників вибухівку на Берислав. Загинув чоловік,https://hromadske.ua/posts/rosiya-skinula-z-bezpilotnikiv-vibuhivku-na-berislav-zaginuv-cholovik,2024-01-27 14:00:26+02:00,"['обстріли', 'Херсонська область', 'безпілотники', 'російсько-українська війна']",Маркіян Климковецький
За тиждень у полон здалися 15 російських військових — генерал,https://hromadske.ua/posts/za-tizhden-u-polon-zdalisya-15-rosijskih-vijskovih-general,2024-01-27 13:47:02+02:00,"['полон', 'військовополонені', 'російсько-українська війна', 'полонені', 'Таврія']",Маркіян Климковецький
Футболістів-ветеранів війни з ампутаціями кінцівок не пропустили через кордон. Прикордонники пояснили причину,https://hromadske.ua/posts/futbolistiv-veteraniv-vijni-z-amputaciyami-kincivok-ne-propustili-cherez-kordon-prikordonniki-poyasnili-prichinu,2024-01-27 13:20:55+02:00,"['ветерани', 'прикордонники', 'кордон', 'Держприкордонслужба', 'ампутація', 'російсько-українська війна', 'перетин кордону', 'виїзд з України']",Юстина Лісова
США дозволили продаж Туреччині винищувачів F-16,https://hromadske.ua/posts/ssha-dozvolili-prodazh-turechchini-vinishuvachiv-f-16,2024-01-27 12:58:08+02:00,"['НАТО', 'Швеція', 'США', 'Туреччина', 'винищувачі', 'F-16']",Маркіян Климковецький
На Сумщині російська ДРГ розстріляла брата та сестру — ОВА,https://hromadske.ua/posts/na-sumshini-rosijska-drg-rozstrilyala-brata-ta-sestru-ova,2024-01-27 12:31:37+02:00,"['Сумська область', 'воєнні злочини', 'розстріли', 'російсько-українська війна', 'ДРГ']",Маркіян Климковецький
У Польщі перекинувся український автобус. Госпіталізували 20 українців,https://hromadske.ua/posts/u-polshi-perekinuvsya-ukrayinskij-avtobus-gospitalizuvali-20-ukrayinciv,2024-01-27 11:51:39+02:00,"['Польща', 'аварія', 'ДТП', 'автобус']",Маркіян Климковецький
У Краснодарському краї через влучання безпілотника горить нафтовий завод — соцмережі,https://hromadske.ua/posts/u-krasnodarskomu-krayi-cherez-vluchannya-bezpilotnika-gorit-naftovij-zavod-socmerezhi,2024-01-25 00:52:44+02:00,"['краснодарський край', 'нафтобаза', 'російсько-українська війна']",Ярослав Герасименко
Президент через падіння Іл-76 викликав до себе військове керівництво,https://hromadske.ua/posts/prezident-cherez-padinnya-il-76-viklikav-do-sebe-vijskove-kerivnictvo,2024-01-25 00:16:51+02:00,"['військовополонені', 'ІЛ-76', 'Володимир Зеленський', 'Бєлгородська область']",Ярослав Герасименко
Зеленський скасував робочі поїздки до областей до з’ясування обставин падіння російського літака Іл-76 — ЗМІ,https://hromadske.ua/posts/zelenskij-skasuvav-robochi-poyizdki-do-oblastej-do-zyasuvannya-obstavin-padinnya-rosijskogo-litaka-il-76-zmi,2024-01-24 23:55:30+02:00,"['ІЛ-76', 'Володимир Зеленський', 'російсько-українська війна']",Ярослав Герасименко
Співробітництво у нафтовій сфері та виробництво ядерного палива. Про що говорили Шмигаль та Фіцо?,https://hromadske.ua/posts/spivrobitnictvo-u-naftovij-sferi-ta-virobnictvo-yadernogo-paliva-pro-sho-govorili-shmigal-ta-fico,2024-01-24 23:43:00+02:00,"['Словаччина', 'Денис Шмигаль', 'російсько-українська війна', 'Роберт Фіцо']",Ярослав Герасименко
Падіння російського Іл-76 і домовленості зі Словаччиною в оборонній сфері: головне за 24 січня,https://hromadske.ua/posts/padinnya-rosijskogo-il-76-i-domovlenosti-zi-slovachchinoyu-v-oboronnij-sferi-golovne-za-24-sichnya,2024-01-24 23:28:04+02:00,['головне за день'],Юстина Лісова
російські війська атакували Одесу дронами. Є пошкодження та поранені (ДОПОВНЕНО),https://hromadske.ua/posts/rosijski-vijska-atakuvali-odesu-dronami-ye-poshkodzhennya-ta-poranenij,2024-01-24 22:42:55+02:00,"['Одеська область', 'Одеса', 'російсько-українська війна', 'Shahed']",Ярослав Герасименко
"Суд призупинив розгляд справи про вбивство Шеремета, бо обвинувачені воюють в армії",https://hromadske.ua/posts/sud-prizupiniv-rozglyad-spravi-pro-vbivstvo-sheremeta-bo-obvinuvacheni-voyuyut-u-vijsku,2024-01-24 22:30:46+02:00,"['суд', 'вбивство Шеремета', 'Павло Шеремет', 'російсько-українська війна']",Юстина Лісова
Козак-бандурист і Києво-Печерська лавра: українці визначили найкращі марки 2023 року,https://hromadske.ua/posts/kozak-bandurist-ta-kiyevo-pecherska-lavra-ukrayinci-viznachili-najkrashi-marki-2023-roku,2024-01-24 22:26:01+02:00,"['пошта', 'Укрпошта', 'марки']",Ярослав Герасименко
"Про долю 20 священників, яких викрали окупанти, нічого не відомо — правозахисники",https://hromadske.ua/posts/pro-dolyu-20-svyashennikiv-yakih-vikrali-okupanti-nichogo-nevidomo-pravozahisniki,2024-01-24 21:31:41+02:00,"['церква', 'релігія', ""православ'я"", 'окупація', 'переслідування', 'російсько-українська війна']",Ярослав Герасименко
В Україні кожна сьома школа пошкоджена через російські атаки — МОН ,https://hromadske.ua/posts/v-ukrayini-kozhna-soma-shkola-bula-poshkodzhena-cherez-rosijski-ataki-mon,2024-01-24 21:15:12+02:00,"['освіта', 'школи', 'російсько-українська війна', 'Міністерство освіти і науки']",Денис Булавін
"Для фігурантів справи про вечірки, де знущалися з дівчат, клопотають про продовження запобіжних заходів (ОНОВЛЕНО)",https://hromadske.ua/posts/figurantam-spravi-pro-vechirki-de-znushalisya-z-divchat-prodovzhili-termini-zapobizhnih-zahodiv,2024-01-24 21:14:54+02:00,"['сексуальне насильство', 'запобіжний захід', 'вечірка', 'знущання']",Юстина Лісова
Мер Харкова запропонував перейменувати вулицю Пушкінську після російського обстрілу ,https://hromadske.ua/posts/mer-harkova-zaproponuvav-perejmenuvati-vulicyu-pushkinsku-pislya-rosijskogo-obstrilu,2024-01-24 20:51:14+02:00,"['Харківська область', 'Харків', 'перейменування', 'Ігор Терехов', 'російсько-українська війна', 'перейменування вулиць', 'Григорій Сковорода']",Денис Булавін
"«Маніфест 42» анонсував зупинку українських підприємств, якщо держава не розв'яже проблему «тиску на бізнес»",https://hromadske.ua/posts/manifest-42-anonsuvav-zupinku-ukrayinskih-pidpriyemstv-yaksho-derzhava-ne-virishit-problemu-tisku-na-biznes,2024-01-22 14:11:36+02:00,"['протест', 'страйк']",Юстина Лісова
За заявами Bihus.Info поліція відкрила 4 кримінальні провадження,https://hromadske.ua/posts/shodo-prosluhovuvannya-bihusinfo-vidkrili-4-kriminalni-provadzhennya-policiya,2024-01-22 13:33:45+02:00,"['поліція', 'Bihus.info', 'розслідування', 'кримінальні провадження']",Ірина Сітнікова
