name,link,date,tags,author
Генштаб: росія втратила на війні ще 30 артсистем та 2 засоби ППО,https://hromadske.ua/posts/genshtab-rosiya-vtratila-na-vijni-she-30-artsistem-ta-2-sistemi-ppo,2024-04-09 08:18:21+03:00,"['російсько-українська війна', 'втрати', 'Генштаб ЗСУ']",Дар'я Головко
Українські війська вдарили по 7 районах зосередження особового складу окупантів —  Генштаб,https://hromadske.ua/posts/ukrayinski-vijska-vdarili-po-7-rajonah-zoseredzhennya-osobovogo-skladu-okupantiv-genshtab,2024-04-09 07:57:10+03:00,"['російсько-українська війна', 'Генштаб ЗСУ']",Дар'я Головко
"Франція каже, що розмови із рф «не в її інтересах» після того, як росія збрехала про зміст телефонного дзвінка з шойгу",https://hromadske.ua/posts/franciya-kazhe-sho-rozmovi-iz-rf-ne-v-yiyi-interesah-pislya-togo-yak-rosiya-zbrehala-pro-zmist-telefonnogo-dzvinka-z-shojgu,2024-04-09 07:44:22+03:00,"['Франція', 'Сергій Шойгу']",Юстина Лісова
"ППО збила всі 20 «шахедів», якими росія атакувала Україну вночі",https://hromadske.ua/posts/ppo-zbila-vsi-20-shahediv-yakimi-rosiya-atakuvala-ukrayinu-vnochi,2024-04-09 07:10:11+03:00,"['обстріли', 'дрони', 'російсько-українська війна', 'бпла', 'ППО', 'Shahed']",Юстина Лісова
Україна закликала скасувати участь російських шахістів у турнірі в Канаді. Один з них став «одноосібним лідером»,https://hromadske.ua/posts/ukrayina-zaklikala-skasuvati-uchast-rosijskih-shahistiv-na-turniri-v-kanadi-odin-z-nih-stav-odnoosibnim-liderom,2024-04-09 01:54:10+03:00,"['спорт', 'Канада', 'російські спортсмени', 'Торонто', 'шахи']",Ярослав Герасименко
Макрон і Сунак домовилися посилити підтримку України: обіцяють більше боєприпасів та ППО,https://hromadske.ua/posts/makron-i-sunak-domovilisya-posiliti-pidtrimku-ukrayini-obicyayut-bilshe-boyepripasiv-ta-ppo,2024-04-09 00:48:17+03:00,"['безпілотники', 'Емманюель Макрон', 'боєприпаси', 'військова допомога', 'російсько-українська війна', 'ППО', 'Ріші Сунак']",Ярослав Герасименко
Швеція депортує китайську журналістку та назавжди заборонить їй в’їзд до країни,https://hromadske.ua/posts/shveciya-deportuye-kitajsku-zhurnalistku-ta-nazavzhdi-zaboronit-yij-vyizd-do-krayini,2024-04-09 00:07:15+03:00,"['пропаганда', 'Швеція', 'Китай']",Ярослав Герасименко
"Штрафи за порушення мобілізації, вбивство юнака у  фунікулері та пожежа на російському кораблі: головне за 8 квітня",https://hromadske.ua/posts/shtrafi-za-porushennya-mobilizaciyi-vbivstvo-yunaka-u-funikuleri-ta-pozhezha-na-rosijskomu-korabli-golovne-za-8-kvitnya,2024-04-08 23:18:03+03:00,"['російсько-українська війна', 'головне за день']",Ярослав Герасименко
"На Полтавщині внаслідок російського удару загинула людина, постраждали діти (ДОПОВНЕНО)",https://hromadske.ua/posts/na-poltavshini-vnaslidok-rosijskogo-udaru-zaginula-lyudina-she-pyatero-travmovani,2024-04-08 22:43:06+03:00,"['обстріли', 'Полтавська область', 'російсько-українська війна']",Ярослав Герасименко
"Поліція Еквадору увірвалася в посольство Мексики, щоб затримати колишнього віцепрезидента",https://hromadske.ua/posts/policiya-ekvadoru-uvirvalasya-v-posolstvo-meksiki-shob-zatrimati-kolishnogo-viceprezidenta,2024-04-06 10:25:27+03:00,"['посольство', 'дипломатичні відносини', 'Мексика', 'Еквадор']",Маркіян Климковецький
Київщину атакували «шахеди» та крилаті ракети. Від уламків загорівся ангар,https://hromadske.ua/posts/kiyivshinu-atakuvali-shahedi-ta-krilati-raketi-vid-ulamkiv-zagorivsya-angar,2024-04-06 09:41:11+03:00,"['обстріли', 'ракети', 'Київська область', 'безпілотники', 'російсько-українська війна', 'Shahed']",Маркіян Климковецький
росія втратила ще три реактивні системи та 2 засоби ППО,https://hromadske.ua/posts/rosiya-vtratila-she-tri-reaktivni-sistemi-ta-2-zasobi-ppo,2024-04-06 09:16:49+03:00,"['росія', 'російсько-українська війна', 'втрати']",Маркіян Климковецький
росіяни 16 разів за добу атакували українські плацдарми на лівобережжі Херсонщини — Генштаб,https://hromadske.ua/posts/rosiyani-16-raziv-za-dobu-atakuvali-ukrayinski-placdarmi-na-livoberezhzhi-hersonshini-genshtab,2024-04-06 08:43:38+03:00,"['російсько-українська війна', 'Генштаб ЗСУ']",Маркіян Климковецький
Сили ППО збили три ракети та 28 ударних безпілотників,https://hromadske.ua/posts/sili-ppo-zbili-tri-raketi-ta-28-udarnih-bezpilotnikiv,2024-04-06 08:01:11+03:00,"['обстріли', 'ракети', 'російсько-українська війна', 'ППО', 'Shahed']",Маркіян Климковецький
росіяни влучили в промислові підприємства на Херсонщині та Запоріжжі,https://hromadske.ua/posts/rosiyani-vluchili-v-promislovi-pidpriyemstva-na-hersonshini-ta-zaporizhzhi,2024-04-06 07:40:57+03:00,"['обстріли', 'ракети', 'промисловість', 'Херсонська область', 'Запорізька область', 'безпілотники', 'агропромисловість', 'російсько-українська війна']",Маркіян Климковецький
У Харкові 6 загиблих після нічних російських ударів,https://hromadske.ua/posts/u-harkovi-6-zagiblih-pislya-nichnih-rosijskih-udariv,2024-04-06 07:22:12+03:00,"['обстріли', 'Харківська область', 'безпілотники', 'Харків', 'російсько-українська війна', 'Shahed']",Маркіян Климковецький
ГУР назвало провокацією обстріл військової частини дроном у невизнаному «Придністров'ї»,https://hromadske.ua/posts/gur-nazvalo-provokaciyeyu-obstril-vijskovoyi-chastini-dronom-u-neviznanomu-pridnistrovyi,2024-04-06 00:52:01+03:00,"['обстріли', 'Молдова', ""Придністров'я"", 'дрон', 'ГУР МО', 'дрони-камікадзе']",Роман Мельник
Режисер «Дюни» почав роботу над третьою частиною фільму. Він також зніме стрічку про ядерну війну,https://hromadske.ua/posts/rezhiser-dyuni-pochav-robotu-nad-tretoyu-chastinoyu-filmu-vin-takozh-znime-strichku-pro-yadernu-vijnu,2024-04-06 00:32:48+03:00,"['кіно', 'фільм', 'Дюна']",Роман Мельник
"Суд залишив під вартою ексрозвідника Червінського, який невдало намагався переманити літаки рф",https://hromadske.ua/posts/sud-zalishiv-pid-vartoyu-rozvidnika-chervinskogo-yakij-nevdalo-namagavsya-peremaniti-litaki-rf,2024-04-06 00:03:43+03:00,"['суд', 'запобіжний захід', 'Шевченківський суд', 'російсько-українська війна', 'ГУР МО']",Роман Мельник
Зеленський призначив Володимира Гордійчука заступником командувача НГУ,https://hromadske.ua/posts/zelenskij-priznachiv-volodimira-gordijchuka-zastupnikom-komanduvacha-nacionalnoyi-gvardiyi-ukrayini,2024-04-05 23:25:01+03:00,"['заступник', 'нгу', 'національна гвардія україни']",Роман Мельник
Удари по російських аеродромах та обстріл Запоріжжя: головне за 5 квітня ,https://hromadske.ua/posts/udari-po-rosijskih-aerodromah-ta-obstril-zaporizhzhya-golovne-za-5-kvitnya,2024-04-05 22:57:02+03:00,"['російсько-українська війна', 'головне за день']",Анетт Абрамова
Союзники рф просять лідерів ЄС не арештовувати заморожені російські активи — Politico,https://hromadske.ua/posts/soyuzniki-rf-prosyat-lideriv-yes-ne-areshtovuvati-zamorozheni-rosijski-aktivi-politico,2024-04-03 15:22:21+03:00,"['ЄС', 'рф', 'конфіскація', 'заморожені активи', 'санкції проти РФ']",Роман Мельник
Посол України в Німеччині звинуватив ЗМІ Берліна у спотворенні фактів про війну в Україні. Газета каже про залякування,https://hromadske.ua/posts/posol-ukrayini-v-nimechchini-zvinuvativ-zmi-berlina-u-spotvorenni-faktiv-pro-vijnu-v-ukrayini-gazeta-kazhe-pro-zalyakuvannya,2024-04-03 15:06:12+03:00,"['ЗМІ', 'наклеп', 'посол', 'російсько-українська війна', 'посол України', 'газета']",Юстина Лісова
Фінляндія надасть новий пакет військової допомоги для України на €188 млн,https://hromadske.ua/posts/finlyandiya-nadast-paket-vijskovoyi-dopomogi-dlya-ukrayini-na-euro188-mln,2024-04-03 14:51:29+03:00,"['Фінляндія', 'військова допомога', 'військова підтримка', 'пакет допомоги']",Роман Мельник
Зеленський: росія на 1 червня готує додаткову мобілізацію 300 тисяч солдатів,https://hromadske.ua/posts/zelenskij-rosiya-na-1-chervnya-gotuye-dodatkovu-mobilizaciyu-300-tisyach-soldativ,2024-04-03 14:26:13+03:00,"['Володимир Зеленський', 'мобілізація', 'російсько-українська війна', 'загроза', 'мобілізація в росії']",Маркіян Климковецький
"Папа Римський приніс на молитву вервицю українського солдата, який загинув в Авдіївці",https://hromadske.ua/posts/papa-rimskij-prinis-na-molitvu-vervicyu-ukrayinskogo-soldata-yakij-zaginuv-v-avdiyivci,2024-04-03 14:23:03+03:00,"['Авдіївка', 'Папа Римський', 'Ватикан', 'Папа Франциск', 'російсько-українська війна']",Маркіян Климковецький
Україна та Фінляндія підписали безпекову угоду,https://hromadske.ua/posts/ukrayina-ta-finlyandiya-pidpisali-bezpekovu-ugodu,2024-04-03 14:20:53+03:00,"['Фінляндія', 'Володимир Зеленський', 'безпека', 'допомога', 'гарантії безпеки', 'співпраця', 'угода']",Роман Мельник
Найстаріший чоловік світу помер за два місяці до свого 115-річчя,https://hromadske.ua/posts/najstarishij-cholovik-svitu-pomer-za-dva-misyaci-do-svogo-115-richchya,2024-04-03 14:09:51+03:00,"['венесуела', 'смерть', 'Книга рекордів Гіннеса', 'довгожителі']",Юстина Лісова
Напад на авто ТЦК на Хмельниччині: поліція почала розслідування проти однієї із жінок,https://hromadske.ua/posts/napad-na-avto-tck-na-hmelnichchini-policiya-pochala-rozsliduvannya-proti-odniyeyi-z-zhinok,2024-04-03 13:34:17+03:00,"['поліція', 'арешт', 'штраф', 'Хмельницька область', 'мобілізація', 'військкомат']",Юстина Лісова
У Києві третій день поспіль фіксують температурні рекорди,https://hromadske.ua/posts/u-kiyevi-tretij-den-pospil-fiksuyut-temperaturni-rekordi,2024-04-03 13:22:45+03:00,"['глобальне потепління', 'температурний рекорд', 'зміни клімату', 'метеорологи', 'температура']",Маркіян Климковецький
Українська команда NAVI стала першим чемпіоном світу з CS2,https://hromadske.ua/posts/ukrayinska-komanda-navi-stala-pershim-chempionom-svitu-z-cs2,2024-03-31 23:49:02+03:00,"['спорт', 'україна', 'кіберспорт']",Роман Мельник
До Шенгенської зони офіційно приєдналися Румунія та Болгарія,https://hromadske.ua/posts/do-shengenskoyi-zoni-oficijno-priyednalisya-rumuniya-ta-bolgariya,2024-03-31 23:29:24+03:00,"['ЄС', 'Європа', 'Румунія', 'Болгарія', 'Шенгенська зона']",Роман Мельник
"Ракетний обстріл росіян, військова допомога Франції та звинувачення України у теракті: головне за 31 березня",https://hromadske.ua/posts/raketnij-obstril-rosiyan-vijskova-dopomoga-franciyi-ta-zvinuvachennya-ukrayini-u-terakti-golovne-za-31-bereznya,2024-03-31 22:47:32+03:00,"['російсько-українська війна', 'головне за день']",Роман Мельник
На одній з виборчих дільниць у Туреччині почалася стрілянина: є загиблий та поранені,https://hromadske.ua/posts/na-odnij-z-viborchih-dilnic-u-turechchini-pochalasya-strilyanina-ye-zagiblij-ta-poraneni,2024-03-31 22:04:36+03:00,"['Туреччина', 'стрілянина']",Роман Мельник
«Будь-які слова російського МЗС є нікчемними»: СБУ відреагувала на звинувачення України в стрілянині у Москві,https://hromadske.ua/posts/bud-yaki-slova-rosijskogo-mzs-ye-nikchemnimi-sbu-vidreaguvalo-na-zvinuvachennya-ukrayini-v-strilyanini-u-moskvi,2024-03-31 21:15:56+03:00,"['СБУ', 'терористична атака', 'москва', 'стрілянина', 'МЗС РФ']",Роман Мельник
росіяни планують будувати курорти на тимчасово окупованому Приазов'ї — ЦНС,https://hromadske.ua/posts/rosiyani-buduvatimut-kurorti-na-timchasovo-okupovanomu-priazovyi-cns,2024-03-31 21:02:18+03:00,"['Азовське море', 'Тимчасово окуповані території', 'російсько-українська війна']",Роман Мельник
"Найбільше — на забезпечення та виплати: у Міноборони розповіли, як розподіляють власний бюджет",https://hromadske.ua/posts/najbilshe-na-zabezpechennya-ta-viplati-u-minoboroni-rozpovili-yak-rozpodilyayut-vlasnij-byudzhet,2024-03-31 20:18:18+03:00,"['бюджет', 'Міністерство оборони України', 'Міноборони']",Роман Мельник
"МЗС росії вимагає від України видати «усіх причетних до терактів людей», зокрема голову СБУ Малюка",https://hromadske.ua/posts/mzs-rosiyi-vimagaye-vid-ukrayini-vidati-usih-prichetnih-do-teraktiv-lyudej-zokrema-golovu-sbu-malyuka,2024-03-31 19:42:09+03:00,"['терористична атака', 'МЗС росії', 'стрілянина', 'росія']",Ярослав Герасименко
Канада планує зробити контрацепцію для жінок безплатною,https://hromadske.ua/posts/kanada-planuye-zrobiti-kontracepciyu-dlya-zhinok-bezplatnoyu,2024-03-31 19:33:24+03:00,"['Канада', 'жінки', 'контрацепція']",Ярослав Герасименко
Під завалами зруйнованої адмінбудівлі на Львівщині виявили тіло ще одного загиблого,https://hromadske.ua/posts/pid-zavalami-zrujnovanoyi-adminbudivli-na-lvivshini-viyavili-tilo-she-odnogo-zagiblogo,2024-03-31 19:27:40+03:00,"['Львівська область', 'ракетний обстріл', 'російсько-українська війна', 'ракетний удар', 'критична інфраструктура', 'Львівщина']",Роман Мельник
"NYT: Вбивство пілота, що викрав російський гелікоптер для України, має ознаки причетності кремля",https://hromadske.ua/posts/nyt-vbivstvo-pilota-sho-vikrav-rosijskij-gelikopter-dlya-ukrayini-maye-oznaki-prichetnosti-kremlya,2024-03-31 19:14:55+03:00,"['вбивство', 'Іспанія', 'російські спецслужби', 'гелікоптер', 'спецслужби РФ', 'вертоліт']",Роман Мельник
У поліції розслідують хакерську атаку на систему е-квитка у Львові,https://hromadske.ua/posts/u-policiyi-rozsliduyut-hakersku-ataku-na-sistemu-e-kvitka-u-lvovi,2024-03-31 18:32:40+03:00,"['Львів', 'хакери', 'громадський транспорт', 'Львівська область', 'хакерська атака', 'електронний квиток']",Ярослав Герасименко
Окупанти серйозно пошкодили три теплоелектростанції ДТЕК: поранений енергетик,https://hromadske.ua/posts/okupanti-serjozno-poshkodili-tri-teploelektrostanciyi-dtek-poranenij-energetik,2024-03-29 09:23:22+02:00,"['енергетика', 'обстріли', 'дтек', 'електроенергія', 'російсько-українська війна', 'електропостачання']",Маркіян Климковецький
На Дніпропетровщині поранена 5-річна дівчинка: росіяни обстріляли дачний кооператив,https://hromadske.ua/posts/na-dnipropetrovshini-postrazhdav-dachnij-kooperativ-ye-poraneni-zokrema-5-richna-divchinka,2024-03-29 08:46:53+02:00,"['обстріли', 'Дніпропетровська область', 'російсько-українська війна']",Маркіян Климковецький
Уночі росія вдарила по українських електростанціях,https://hromadske.ua/posts/unochi-rosiya-vdarila-po-ukrayinskih-elektrostanciyah,2024-03-29 08:14:49+02:00,"['енергетика', 'обстріли', 'Укренерго', 'електроенергія', 'російсько-українська війна', 'електропостачання', 'ракетний удар', 'теплоелектростанція', 'електростанція']",Маркіян Климковецький
"У Великій Британії зафіксували рекордну кількість мігрантів, які перетнули Ла-Манш за перші місяці року",https://hromadske.ua/posts/u-velikij-britaniyi-zafiksuvali-rekordnu-kilkist-migrantiv-yaki-peretnuli-la-mansh-za-pershi-misyaci-roku,2024-03-29 02:32:27+02:00,"['Велика Британія', 'мігранти', 'Ріші Сунак']",Ярослав Герасименко
росія в Радбезі ООН заблокувала моніторинг санкцій проти КНДР через її ядерну програму. Реакція МЗС України,https://hromadske.ua/posts/rosiya-v-radbezi-oon-zablokuvala-monitoring-sankcij-proti-kndr-cherez-yiyi-yadernu-programu-reakciya-mzs-ukrayini,2024-03-29 01:33:22+02:00,"['КНДР', 'Північна Корея', 'Радбез ООН', 'росія', 'ядерна загроза', 'ядерна безпека']",Ярослав Герасименко
Спроба підкупу начальника Сумської МВА депутатами: одного з фігурантів взяли під варту,https://hromadske.ua/posts/sproba-pidkupu-nachalnika-sumskoyi-mva-deputatami-odnogo-z-figurantiv-vzyali-pid-vartu,2024-03-29 00:49:02+02:00,"['депутати', 'Сумська область', 'підкуп']",Ярослав Герасименко
"В Одесі пролунав вибух. Сили оборони пояснили, що сталося",https://hromadske.ua/posts/v-odesi-prolunav-vibuh-sili-oboroni-poyasnili-sho-stalosya,2024-03-29 00:18:17+02:00,"['розмінування', 'Одеська область', 'замінування', 'Одеса']",Ярослав Герасименко
"Теракт у Підмосков’ї: у росії заявили, що знайшли «докази» причетності «українських націоналістів»",https://hromadske.ua/posts/terakt-u-pidmoskovyi-u-rosiyi-zayavili-sho-znajshli-dokazi-prichetnosti-ukrayinskih-nacionalistiv,2024-03-28 23:55:53+02:00,"['терористична атака', 'стрілянина', 'росія']",Ярослав Герасименко
"Зустріч урядів України та Польщі, нова допомога від Німеччини та підготовка рф до наступу: головне за 28 березня",https://hromadske.ua/posts/zustrich-uryadiv-ukrayini-ta-polshi-nova-dopomoga-vid-nimechchini-ta-pidgotovka-rf-do-nastupu-golovne-za-28-bereznya,2024-03-28 23:43:44+02:00,"['російсько-українська війна', 'головне за день']",Анетт Абрамова
Співзасновника збанкрутілої криптобіржі FTX засудили до 25 років в’язниці. Клієнтам пообіцяли відшкодування,https://hromadske.ua/posts/spivzasnovnika-zbankrutiloyi-kriptobirzhi-ftx-zasudili-do-25-rokiv-vyaznici-kliyentam-poobicyali-vidshkoduvannya,2024-03-28 23:33:42+02:00,"['США', 'шахрайство', 'криптовалюта']",Ярослав Герасименко
Голова комітету Верховної Ради: Telegram фактично не реагує на звернення СБУ чи Нацради,https://hromadske.ua/posts/golova-komitetu-verhovnoyi-radi-telegram-faktichno-ne-reaguye-na-zvernennya-sbu-chi-nacradi,2024-03-28 22:52:31+02:00,"['парламент', 'Верховна Рада', 'соціальні мережі', 'Telegram', 'кібербезпека', 'месенджери']",Ярослав Герасименко
З окупації повернули ще трьох дітей з родинами ,https://hromadske.ua/posts/z-okupaciyi-povernuli-she-troh-ditej-z-rodinami,2024-03-28 22:40:13+02:00,"['діти', 'окуповані території', 'російсько-українська війна']",Анетт Абрамова
"Комітет Ради відхилив правку до законопроєкту про мобілізацію, яка дала би право мобілізувати 18-річних",https://hromadske.ua/posts/komitet-radi-vidhiliv-pravku-do-zakonoproyektu-pro-mobilizaciyu-yaka-dala-b-pravo-mobilizuvati-18-richnih,2024-03-26 18:13:07+02:00,"['Верховна Рада', 'Комітет національної безпеки', 'мобілізація']",Юстина Лісова
Уряд вирішив повернути щорічні гранти молодим ученим та докторам наук ,https://hromadske.ua/posts/uryad-virishiv-povernuti-shorichni-granti-molodim-uchenim-ta-doktoram-nauk,2024-03-26 18:06:45+02:00,"['мон', 'кабінет міністрів', 'грант']",Ірина Сітнікова
Данілов відреагував на своє звільнення з посади секретаря РНБО,https://hromadske.ua/posts/danilov-vidreaguvav-na-svoye-zvilnennya-z-posadi-sekretarya-rnbo,2024-03-26 18:02:12+02:00,"['звільнення', 'РНБО', 'Олексій Данілов']",Юстина Лісова
Новим секретарем РНБО став Олександр Литвиненко. Що про нього відомо?,https://hromadske.ua/posts/novim-sekretarem-rnbo-stav-oleksandr-litvinenko-sho-pro-nogo-vidomo,2024-03-26 17:15:28+02:00,"['РНБО', 'призначення', 'Олександр Литвиненко']",Юстина Лісова
росіяни завдали ракетного удару по Харкову: постраждав чоловік,https://hromadske.ua/posts/rosiyani-zavdali-raketnogo-udaru-po-harkovu-postrazhdav-cholovik,2024-03-26 17:05:15+02:00,"['обстріли', 'Харківська область', 'Харків', 'російсько-українська війна', 'ракетний удар']",Ірина Сітнікова
Зеленський призначив нового голову Служби зовнішньої розвідки України,https://hromadske.ua/posts/zelenskij-priznachiv-novogo-golovu-sluzhbi-zovnishnoyi-rozvidki-ukrayini,2024-03-26 16:44:37+02:00,"['Володимир Зеленський', 'указ', 'призначення', 'розвідка']",Ірина Сітнікова
Зеленський звільнив Данілова з посади секретаря РНБО,https://hromadske.ua/posts/zelenskij-zvilniv-danilova-z-posadi-sekretarya-rnbo,2024-03-26 16:38:11+02:00,"['звільнення', 'РНБО', 'Олексій Данілов']",Юстина Лісова
ЗМІ: Франція розглядає п'ять сценаріїв участі своїх військ у війні з рф. Серед них — і пряма конфронтація,https://hromadske.ua/posts/zmi-franciya-rozglyadaye-pyat-scenariyiv-uchasti-svoyih-vijsk-u-vijni-z-rf-sered-nih-i-pryama-konfrontaciya,2024-03-26 16:21:07+02:00,"['Франція', 'Емманюель Макрон', 'військова допомога', 'російсько-українська війна']",Юстина Лісова
"Офіцер ОСУВ «Хортиця» виявився агентом ФСБ рф, а викрити його допоміг Сирський — Малюк",https://hromadske.ua/posts/oficer-osuv-horticya-viyavivsya-agentom-fsb-rf-a-vikriti-jogo-dopomig-sirskij-malyuk,2024-03-26 16:13:57+02:00,"['СБУ', 'ФСБ росії', 'російсько-українська війна', 'агент ФСБ']",Роман Мельник
Суд закрив справу проти заступника Єрмака Шурми щодо конфлікту інтересів,https://hromadske.ua/posts/sud-zakriv-spravu-proti-zastupnika-yermaka-shurmi-shodo-konfliktu-interesiv,2024-03-26 15:51:25+02:00,"['Офіс президента', 'печерський суд', 'Андрій Єрмак', 'конфлікт інтересів']",Юстина Лісова
"Болсонару ховався в посольстві Угорщини, поки його помічників арештовували у справі про спробу держперевороту",https://hromadske.ua/posts/bolsonaru-hovavsya-u-posolstvi-ugorshini-poki-jogo-pomichnikiv-areshtovuvali-u-spravi-pro-sprobu-derzhperevorotu,2024-03-26 15:36:01+02:00,"['Бразилія', 'Угорщина', 'Жаїр Мессіас Болсонару']",Ірина Сітнікова
«Ісламська держава» опублікувала фото нібито причетних до стрілянини в Підмосков’ї бойовиків. Вони схожі на затриманих,https://hromadske.ua/posts/islamska-derzhava-opublikuvala-foto-nibito-prichetnih-do-strilyanini-v-pidmoskovyi-bojovikiv-voni-shozhi-na-zatrimanih,2024-03-23 20:27:50+02:00,"['Ісламська держава', 'напад', 'ІДІЛ', 'стрілянина', 'росія']",Ярослав Герасименко
"Без тих, хто не знає дату ухвалення Конституції: у Конституційному Суді завершився ще один етап відбору кандидатів",https://hromadske.ua/posts/bez-tih-hto-ne-znaye-datu-uhvalennya-konstituciyi-u-konstitucijnomu-sudi-zavershivsya-she-odin-etap-vidboru-kandidativ,2024-03-23 20:05:21+02:00,"['Конституція', 'судді', 'Конституційний суд']",Юстина Лісова
На Харківщині через російський обстріл загинув чоловік,https://hromadske.ua/posts/na-harkivshini-cherez-rosijskij-obstril-zaginuv-cholovik,2024-03-23 19:29:31+02:00,"['Харківська область', 'російсько-українська війна', 'Харківщина']",Ярослав Герасименко
США схвалили військову допомогу країнам Балтії на $228 млн — Естонія,https://hromadske.ua/posts/ssha-shvalili-vijskovu-dopomogu-krayinam-baltiyi-na-dollar228-mln-estoniya,2024-03-23 19:02:30+02:00,"['Латвія', 'США', 'Литва', 'Естонія', 'військова допомога']",Ярослав Герасименко
"Посол Білорусі в рф заявив, що стрільці з Підмосков'я могли тікати до кордону з Білоруссю. путін стверджував інше",https://hromadske.ua/posts/posol-bilorusi-u-rf-zayaviv-sho-strilci-iz-pidmoskovya-tikali-do-kordonu-z-bilorussyu-putin-stverdzhuvav-inshe,2024-03-23 18:18:23+02:00,"['терористична атака', 'кордон', 'володимир путін', 'стрілянина', 'Білорусь', ""підмосков'я""]",Юстина Лісова
"ГУР провело операцію в окупованому Мелітополі, знищивши групу росіян разом із технікою",https://hromadske.ua/posts/gur-provelo-operaciyu-v-okupovanomu-melitopoli-znishivshi-grupu-okupantiv-razom-iz-tehnikoyu,2024-03-23 17:26:36+02:00,"['вибух', 'Запорізька область', 'Мелітополь', 'російсько-українська війна', 'ГУР МО']",Юстина Лісова
В Іспанії тимчасово заборонять користуватись Telegram через порушення авторських прав,https://hromadske.ua/posts/v-ispaniyi-timchasovo-zaboronyat-koristuvatis-telegram-cherez-porushennya-avtorskih-prav,2024-03-23 17:16:51+02:00,"['Іспанія', 'Telegram', 'соцмережі', 'авторське право', 'блокування']",Юстина Лісова
"рф не зможе захистити всю свою енергетику від атак України, навіть якщо розгорне систему ППО — британська розвідка",https://hromadske.ua/posts/rf-ne-zmozhe-zahistiti-vsyu-svoyu-energetiku-vid-atak-ukrayini-navit-yaksho-rozgorne-sistemu-ppo-britanska-rozvidka,2024-03-23 16:32:12+02:00,"['енергетика', 'НПЗ', 'російсько-українська війна', 'ППО', 'британська розвідка', 'нафтопереробний завод']",Юстина Лісова
CNN: Європа здатна замінити США у фінансуванні військових потреб України. Але потрібна воля,https://hromadske.ua/posts/cnn-yevropa-zdatna-zaminiti-ssha-u-finansuvanni-vijskovih-potreb-ukrayini-ale-potribna-volya,2024-03-23 15:57:54+02:00,"['ЄС', 'США', 'CNN', 'військова допомога']",Маркіян Климковецький
"путін заявив, що Україна нібито готувалася прийняти стрільців, які скоїли теракт у Підмосков'ї",https://hromadske.ua/posts/putin-zayaviv-sho-ukrayina-prigotuvala-na-svoyemu-kordoni-vikno-dlya-strilciv-yaki-skoyili-terakt-u-pidmoskovyi,2024-03-23 15:44:06+02:00,"['терористична атака', 'володимир путін', 'стрілянина', 'росія', 'російсько-українська війна', ""підмосков'я""]",Маркіян Климковецький
"У росії поширили дипфейк із Даніловим, на якому той натякає на причетність України до стрілянини під Москвою",https://hromadske.ua/posts/u-rosiyi-poshirili-dipfejk-iz-danilovim-na-yakomu-toj-natyakaye-na-prichetnist-ukrayini-do-strilyanini-pid-moskvoyu,2024-03-23 15:30:34+02:00,"['терористична атака', 'РНБО', 'Олексій Данілов', 'Центр протидії дезінформації', ""підмосков'я""]",Юстина Лісова
У пожежі на Львівщині повністю згоріла церква XIX століття зі статусом пам'ятки національного значення,https://hromadske.ua/posts/u-pozhezhi-na-lvivshini-povnistyu-zgorila-cerkva-xix-stolittya-zi-statusom-pamyatki-nacionalnogo-znachennya,2024-03-23 14:48:57+02:00,"['церква', 'пожежа', 'Львівська область', ""пам'ятка архітектури""]",Юстина Лісова
"«Державний оператор тилу», окрім харчування для ЗСУ, закуплятиме сухпайки та такмед — Жумаділов",https://hromadske.ua/posts/derzhavnij-operator-tilu-zakuplyatime-suhpajki-ta-takmed-zhumadilov,2024-03-21 15:48:04+02:00,['закупівлі'],Ірина Сітнікова
"Верховна Рада завершила засідання через кілька годин, бо в залі знову забракло голосів",https://hromadske.ua/posts/verhovna-rada-zavershila-zasidannya-cherez-kilka-godin-bo-v-zali-znovu-zabraklo-golosiv,2024-03-21 15:42:18+02:00,"['парламент', 'Верховна Рада', 'депутати', 'законопроєкт', 'засідання']",Юстина Лісова
Шольц підтримав направлення прибутків від заморожених активів рф на озброєння України,https://hromadske.ua/posts/sholc-pidtrimav-napravlennya-pributkiv-vid-zamorozhenih-aktiviv-rf-dlya-ozbroyennya-ukrayini,2024-03-21 15:36:43+02:00,"['ЄС', 'Олаф Шольц', 'заморожені активи']",Ірина Сітнікова
На Запоріжжі повноваження облради тимчасово передали ОВА. Чому? ,https://hromadske.ua/posts/na-zaporizhzhi-povnovazhennya-oblradi-timchasovo-peredali-ova-chomu,2024-03-21 15:28:19+02:00,"['Верховна Рада', 'Запорізька область', 'іван федоров', 'обласна державна адміністрація']",Анетт Абрамова
росіяни вдарили по критичній інфраструктурі лівобережжя Херсонщини. Ціле місто опинилось без світла й газу,https://hromadske.ua/posts/rosiyani-vdarili-po-kritichnij-infrastrukturi-livoberezhzhya-hersonshini-cile-misto-opinilos-bez-svitla-j-gazu,2024-03-21 15:07:04+02:00,"['обстріли', 'Херсонська область', 'російсько-українська війна', 'провокація', 'критична інфраструктура']",Юстина Лісова
